,terms,country,date
35387,rapunzel,France,2020-02-02
35388,bodies,France,2020-02-02
35389,island,France,2020-02-02
35390,nationals,France,2020-02-02
35391,saudi,France,2020-02-02
35392,case,France,2020-02-02
35393,person,France,2020-02-02
35394,weeks,France,2020-02-02
35395,workers,France,2020-02-02
35396,australia,France,2020-02-02
35397,reuters,France,2020-02-02
35398,abuse,France,2020-02-02
35399,additional,France,2020-02-02
35400,care,France,2020-02-02
35401,data,France,2020-02-02
35402,3,France,2020-02-02
35403,ok,France,2020-02-02
35404,act,France,2020-02-02
35405,asians,France,2020-02-02
35406,built,France,2020-02-02
35407,caution,France,2020-02-02
35408,great,France,2020-02-02
35409,hard,France,2020-02-02
35410,event,France,2020-02-02
35411,doesn,France,2020-02-02
35412,TRUE,France,2020-02-02
35413,class,France,2020-02-02
35414,drink,France,2020-02-02
35415,airlines,France,2020-02-02
35416,high,France,2020-02-02
35417,officials,France,2020-02-02
35418,#independent,France,2020-02-02
35419,@freelion7,France,2020-02-02
35420,@marylene58,France,2020-02-02
35421,clone,France,2020-02-02
35422,diagram,France,2020-02-02
35423,stadiums,France,2020-02-02
35424,sweatshops,France,2020-02-02
35425,#pandemic,France,2020-02-02
35426,urges,France,2020-02-02
35427,warfare,France,2020-02-02
35428,experts,France,2020-02-02
35429,company,France,2020-02-02
35430,literally,France,2020-02-02
35431,white,France,2020-02-02
35432,pray,France,2020-02-02
35433,em,France,2020-02-02
35434,grows,France,2020-02-02
35435,pompeo,France,2020-02-02
35436,10,France,2020-02-02
35437,cdc,France,2020-02-02
35438,hk,France,2020-02-02
35439,p,France,2020-02-02
35440,24,France,2020-02-02
35441,healthy,France,2020-02-02
35442,night,France,2020-02-02
35443,recent,France,2020-02-02
35444,technology,France,2020-02-02
35445,did,France,2020-02-02
35446,love,France,2020-02-02
35447,saying,France,2020-02-02
35448,trapped,France,2020-02-02
35449,fires,France,2020-02-02
35450,jesus,France,2020-02-02
35451,reduce,France,2020-02-02
35452,student,France,2020-02-02
35453,positive,France,2020-02-02
35454,ended,France,2020-02-02
35455,nurses,France,2020-02-02
35456,30,France,2020-02-02
35457,authorities,France,2020-02-02
35458,interesting,France,2020-02-02
35459,treatment,France,2020-02-02
35460,w,France,2020-02-02
35461,inside,France,2020-02-02
35462,likely,France,2020-02-02
35463,rate,France,2020-02-02
35464,324,France,2020-02-02
35465,dumps,France,2020-02-02
35466,panicky,France,2020-02-02
35467,sars,France,2020-02-02
35468,emergency,France,2020-02-02
35469,yeah,France,2020-02-02
35470,department,France,2020-02-02
35471,continue,France,2020-02-02
35472,goes,France,2020-02-02
35473,plans,France,2020-02-02
35474,0,France,2020-02-02
35475,door,France,2020-02-02
35476,weak,France,2020-02-02
35477,save,France,2020-02-02
35478,sounds,France,2020-02-02
35479,viral,France,2020-02-02
35480,centres,France,2020-02-02
35481,technical,France,2020-02-02
35482,according,France,2020-02-02
35483,dangerous,France,2020-02-02
35484,@pdchina,France,2020-02-02
35485,search,France,2020-02-02
35486,air,France,2020-02-02
35487,needs,France,2020-02-02
35488,20th,France,2020-02-02
35489,detention,France,2020-02-02
35490,requests,France,2020-02-02
35491,tencent,France,2020-02-02
35492,come,France,2020-02-02
35493,ships,France,2020-02-02
35494,#olympics2020,France,2020-02-02
35495,academia,France,2020-02-02
35496,bruno,France,2020-02-02
35497,converting,France,2020-02-02
35498,@jenniferatntd,France,2020-02-02
35499,product,France,2020-02-02
35500,#covid19,France,2020-02-09
35501,coronavirus,France,2020-02-09
35502,s,France,2020-02-09
35503,#china,France,2020-02-09
35504,1,France,2020-02-09
35505,france,France,2020-02-09
35506,china,France,2020-02-09
35507,#sarscov2,France,2020-02-09
35508,#honkhonk,France,2020-02-09
35509,outbreak,France,2020-02-09
35510,#coronavirus,France,2020-02-09
35511,chinese,France,2020-02-09
35512,ship,France,2020-02-09
35513,cruise,France,2020-02-09
35514,gt,France,2020-02-09
35515,cases,France,2020-02-09
35516,amp,France,2020-02-09
35517,t,France,2020-02-09
35518,death,France,2020-02-09
35519,world,France,2020-02-09
35520,2,France,2020-02-09
35521,virus,France,2020-02-09
35522,new,France,2020-02-09
35523,people,France,2020-02-09
35524,wuhan,France,2020-02-09
35525,#coronavirusoutbreak,France,2020-02-09
35526,finally,France,2020-02-09
35527,like,France,2020-02-09
35528,japan,France,2020-02-09
35529,health,France,2020-02-09
35530,tourist,France,2020-02-09
35531,quarantine,France,2020-02-09
35532,19,France,2020-02-09
35533,africa,France,2020-02-09
35534,covid,France,2020-02-09
35535,europe,France,2020-02-09
35536,don,France,2020-02-09
35537,day,France,2020-02-09
35538,egypt,France,2020-02-09
35539,hubei,France,2020-02-09
35540,epidemic,France,2020-02-09
35541,asia,France,2020-02-09
35542,just,France,2020-02-09
35543,3,France,2020-02-09
35544,0,France,2020-02-09
35545,outside,France,2020-02-09
35546,uk,France,2020-02-09
35547,u,France,2020-02-09
35548,know,France,2020-02-09
35549,4,France,2020-02-09
35550,says,France,2020-02-09
35551,confirmed,France,2020-02-09
35552,deaths,France,2020-02-09
35553,reports,France,2020-02-09
35554,trump,France,2020-02-09
35555,toll,France,2020-02-09
35556,news,France,2020-02-09
35557,disease,France,2020-02-09
35558,2020,France,2020-02-09
35559,case,France,2020-02-09
35560,5,France,2020-02-09
35561,said,France,2020-02-09
35562,going,France,2020-02-09
35563,say,France,2020-02-09
35564,trade,France,2020-02-09
35565,french,France,2020-02-09
35566,white,France,2020-02-09
35567,@wardandsmith,France,2020-02-09
35568,way,France,2020-02-09
35569,time,France,2020-02-09
35570,procedure,France,2020-02-09
35571,insuring,France,2020-02-09
35572,7,France,2020-02-09
35573,cambodia,France,2020-02-09
35574,corona,France,2020-02-09
35575,#update,France,2020-02-09
35576,spread,France,2020-02-09
35577,think,France,2020-02-09
35578,500,France,2020-02-09
35579,global,France,2020-02-09
35580,hs2,France,2020-02-09
35581,party,France,2020-02-09
35582,m,France,2020-02-09
35583,year,France,2020-02-09
35584,government,France,2020-02-09
35585,#wuhancoronavirus,France,2020-02-09
35586,total,France,2020-02-09
35587,hong,France,2020-02-09
35588,mainland,France,2020-02-09
35589,really,France,2020-02-09
35590,@dentons,France,2020-02-09
35591,geodis,France,2020-02-09
35592,good,France,2020-02-09
35593,did,France,2020-02-09
35594,hipaa,France,2020-02-09
35595,india,France,2020-02-09
35596,economy,France,2020-02-09
35597,#wuhan,France,2020-02-09
35598,oil,France,2020-02-09
35599,business,France,2020-02-09
35600,@pillsburylaw,France,2020-02-09
35601,beijing,France,2020-02-09
35602,workers,France,2020-02-09
35603,kong,France,2020-02-09
35604,2019,France,2020-02-09
35605,home,France,2020-02-09
35606,deal,France,2020-02-09
35607,8,France,2020-02-09
35608,impact,France,2020-02-09
35609,dead,France,2020-02-09
35610,announces,France,2020-02-09
35611,shows,France,2020-02-09
35612,public,France,2020-02-09
35613,work,France,2020-02-09
35614,14,France,2020-02-09
35615,stop,France,2020-02-09
35616,#paris,France,2020-02-09
35617,cdc,France,2020-02-09
35618,number,France,2020-02-09
35619,london,France,2020-02-09
35620,officials,France,2020-02-09
35621,10,France,2020-02-09
35622,infections,France,2020-02-09
35623,black,France,2020-02-09
35624,quarantined,France,2020-02-09
35625,horse,France,2020-02-09
35626,infected,France,2020-02-09
35627,live,France,2020-02-09
35628,#equity,France,2020-02-09
35629,novel,France,2020-02-09
35630,le,France,2020-02-09
35631,d,France,2020-02-09
35632,americans,France,2020-02-09
35633,old,France,2020-02-09
35634,weeks,France,2020-02-09
35635,help,France,2020-02-09
35636,province,France,2020-02-09
35637,flu,France,2020-02-09
35638,#covid2019,France,2020-02-09
35639,serpent,France,2020-02-09
35640,@blakezeff,France,2020-02-09
35641,passengers,France,2020-02-09
35642,patient,France,2020-02-09
35643,ve,France,2020-02-09
35644,80,France,2020-02-09
35645,fears,France,2020-02-09
35646,huawei,France,2020-02-09
35647,ncov,France,2020-02-09
35648,countries,France,2020-02-09
35649,y,France,2020-02-09
35650,attorneys,France,2020-02-09
35651,high,France,2020-02-09
35652,days,France,2020-02-09
35653,threat,France,2020-02-09
35654,5g,France,2020-02-09
35655,13,France,2020-02-09
35656,future,France,2020-02-09
35657,level,France,2020-02-09
35658,come,France,2020-02-09
35659,coming,France,2020-02-09
35660,@youtube,France,2020-02-09
35661,died,France,2020-02-09
35662,hospital,France,2020-02-09
35663,#breaking,France,2020-02-09
35664,crisis,France,2020-02-09
35665,security,France,2020-02-09
35666,property,France,2020-02-09
35667,national,France,2020-02-09
35668,years,France,2020-02-09
35669,liability,France,2020-02-09
35670,rider,France,2020-02-09
35671,xi,France,2020-02-09
35672,need,France,2020-02-09
35673,probably,France,2020-02-09
35674,risk,France,2020-02-09
35675,use,France,2020-02-09
35676,taiwan,France,2020-02-09
35677,@labor,France,2020-02-09
35678,american,France,2020-02-09
35679,#france,France,2020-02-09
35680,away,France,2020-02-09
35681,guide,France,2020-02-09
35682,concerns,France,2020-02-09
35683,week,France,2020-02-09
35684,story,France,2020-02-09
35685,look,France,2020-02-09
35686,test,France,2020-02-09
35687,makes,France,2020-02-09
35688,racist,France,2020-02-09
35689,6,France,2020-02-09
35690,employers,France,2020-02-09
35691,man,France,2020-02-09
35692,asian,France,2020-02-09
35693,population,France,2020-02-09
35694,thanks,France,2020-02-09
35695,amid,France,2020-02-09
35696,want,France,2020-02-09
35697,15,France,2020-02-09
35698,big,France,2020-02-09
35699,paris,France,2020-02-09
35700,data,France,2020-02-09
35701,market,France,2020-02-09
35702,rise,France,2020-02-09
35703,seed,France,2020-02-09
35704,potential,France,2020-02-09
35705,control,France,2020-02-09
35706,passenger,France,2020-02-09
35707,citizens,France,2020-02-09
35708,lab,France,2020-02-09
35709,alibaba,France,2020-02-09
35710,social,France,2020-02-09
35711,face,France,2020-02-09
35712,#dtmag,France,2020-02-09
35713,korea,France,2020-02-09
35714,rate,France,2020-02-09
35715,cause,France,2020-02-09
35716,kill,France,2020-02-09
35717,mao,France,2020-02-09
35718,#covid,France,2020-02-09
35719,love,France,2020-02-09
35720,official,France,2020-02-09
35721,announced,France,2020-02-09
35722,#coronaviruschina,France,2020-02-09
35723,risks,France,2020-02-09
35724,saturday,France,2020-02-09
35725,communist,France,2020-02-09
35726,positive,France,2020-02-09
35727,racism,France,2020-02-09
35728,doing,France,2020-02-09
35729,ago,France,2020-02-09
35730,end,France,2020-02-09
35731,buzyn,France,2020-02-09
35732,emergency,France,2020-02-09
35733,russia,France,2020-02-09
35734,war,France,2020-02-09
35735,money,France,2020-02-09
35736,millions,France,2020-02-09
35737,does,France,2020-02-09
35738,little,France,2020-02-09
35739,mean,France,2020-02-09
35740,@changefrance,France,2020-02-09
35741,@roy,France,2020-02-09
35742,stay,France,2020-02-09
35743,spreading,France,2020-02-09
35744,bad,France,2020-02-09
35745,red,France,2020-02-09
35746,doesn,France,2020-02-09
35747,obligations,France,2020-02-09
35748,great,France,2020-02-09
35749,worldwide,France,2020-02-09
35750,oh,France,2020-02-09
35751,economic,France,2020-02-09
35752,start,France,2020-02-09
35753,latest,France,2020-02-09
35754,right,France,2020-02-09
35755,hates,France,2020-02-09
35756,spike,France,2020-02-09
35757,300,France,2020-02-09
35758,privacy,France,2020-02-09
35759,cia,France,2020-02-09
35760,thought,France,2020-02-09
35761,improved,France,2020-02-09
35762,lol,France,2020-02-09
35763,deadly,France,2020-02-09
35764,#agnesbuzyn,France,2020-02-09
35765,including,France,2020-02-09
35766,according,France,2020-02-09
35767,#stocks,France,2020-02-09
35768,let,France,2020-02-09
35769,organization,France,2020-02-09
35770,travel,France,2020-02-09
35771,fight,France,2020-02-09
35772,related,France,2020-02-09
35773,better,France,2020-02-09
35774,princess,France,2020-02-09
35775,line,France,2020-02-09
35776,military,France,2020-02-09
35777,saying,France,2020-02-09
35778,flights,France,2020-02-09
35779,problem,France,2020-02-09
35780,based,France,2020-02-09
35781,told,France,2020-02-09
35782,best,France,2020-02-09
35783,@,France,2020-02-09
35784,#uk,France,2020-02-09
35785,beginning,France,2020-02-09
35786,mortality,France,2020-02-09
35787,feb,France,2020-02-09
35788,means,France,2020-02-09
35789,truth,France,2020-02-09
35790,simple,France,2020-02-09
35791,infection,France,2020-02-09
35792,report,France,2020-02-09
35793,residents,France,2020-02-09
35794,air,France,2020-02-09
35795,warns,France,2020-02-09
35796,recovered,France,2020-02-09
35797,daily,France,2020-02-09
35798,bloomberg,France,2020-02-09
35799,run,France,2020-02-09
35800,companies,France,2020-02-09
35801,ll,France,2020-02-09
35802,0,France,2020-02-09
35803,hours,France,2020-02-09
35804,review,France,2020-02-09
35805,1st,France,2020-02-09
35806,foreign,France,2020-02-09
35807,fuck,France,2020-02-09
35808,billionaire,France,2020-02-09
35809,medical,France,2020-02-09
35810,conquer,France,2020-02-09
35811,confirms,France,2020-02-09
35812,build,France,2020-02-09
35813,12,France,2020-02-09
35814,read,France,2020-02-09
35815,god,France,2020-02-09
35816,pandemic,France,2020-02-09
35817,reported,France,2020-02-09
35818,make,France,2020-02-09
35819,expert,France,2020-02-09
35820,fall,France,2020-02-09
35821,life,France,2020-02-09
35822,hillary,France,2020-02-09
35823,sourcing,France,2020-02-09
35824,chain,France,2020-02-09
35825,crew,France,2020-02-09
35826,p,France,2020-02-09
35827,called,France,2020-02-09
35828,continue,France,2020-02-09
35829,long,France,2020-02-09
35830,video,France,2020-02-09
35831,minister,France,2020-02-09
35832,#us,France,2020-02-09
35833,markets,France,2020-02-09
35834,mask,France,2020-02-09
35835,person,France,2020-02-09
35836,drop,France,2020-02-09
35837,results,France,2020-02-09
35838,dock,France,2020-02-09
35839,intellectual,France,2020-02-09
35840,building,France,2020-02-09
35841,@realdonaldtrump,France,2020-02-09
35842,supply,France,2020-02-09
35843,april,France,2020-02-09
35844,company,France,2020-02-09
35845,isn,France,2020-02-09
35846,living,France,2020-02-09
35847,preorder,France,2020-02-09
35848,inventory,France,2020-02-09
35849,2nd,France,2020-02-09
35850,japanese,France,2020-02-09
35851,400,France,2020-02-09
35852,139,France,2020-02-09
35853,article,France,2020-02-09
35854,n,France,2020-02-09
35855,selling,France,2020-02-09
35856,valentine,France,2020-02-09
35857,vaccine,France,2020-02-09
35858,mwc,France,2020-02-09
35859,w,France,2020-02-09
35860,ebola,France,2020-02-09
35861,free,France,2020-02-09
35862,chine,France,2020-02-09
35863,police,France,2020-02-09
35864,update,France,2020-02-09
35865,instead,France,2020-02-09
35866,north,France,2020-02-09
35867,tech,France,2020-02-09
35868,things,France,2020-02-09
35869,knew,France,2020-02-09
35870,thing,France,2020-02-09
35871,understand,France,2020-02-09
35872,idea,France,2020-02-09
35873,spalding,France,2020-02-09
35874,l,France,2020-02-09
35875,chief,France,2020-02-09
35876,67,France,2020-02-09
35877,fatality,France,2020-02-09
35878,drug,France,2020-02-09
35879,testing,France,2020-02-09
35880,won,France,2020-02-09
35881,states,France,2020-02-09
35882,prices,France,2020-02-09
35883,biden,France,2020-02-09
35884,recorded,France,2020-02-09
35885,bc,France,2020-02-09
35886,#job,France,2020-02-09
35887,post,France,2020-02-09
35888,group,France,2020-02-09
35889,worse,France,2020-02-09
35890,board,France,2020-02-09
35891,tell,France,2020-02-09
35892,#geodis,France,2020-02-09
35893,@crypticfirerbx,France,2020-02-09
35894,@handmadekathy,France,2020-02-09
35895,60,France,2020-02-09
35896,e,France,2020-02-09
